Table of Measured Values,,,,,,
Task,T285,,,,,
0.5455,69,224.3,21.4,0.007,,
0.554,70,224.6,21.4,0.0075,,
0.5615,71,225,21.4,0.007,,
0.57,72,225.2,21.4,0.0075,,
0.578,73,225.5,21.4,0.0065,,
0.5865,74,225.8,21.4,0.007,,
0.595,75,226,21.4,0.007,,
0.6035,76,226.4,21.4,0.0075,,
0.611,77,226.5,21.4,0.007,,
0.619,78,227,21.4,0.0075,,
0.6275,79,227.1,21.4,0.007,,
0.634,80,227.4,21.4,0.0055,,
0.6375,81,227.7,21.4,0.003,,
0.638,82,227.8,21.4,0.0005,,
0.638,83,228,21.4,0,,
0.6395,84,227.8,21.4,0.0015,,
0.6395,85,227.9,21.4,0,,
0.6405,86,227.9,21.4,0.001,,
0.6415,87,227.9,21.4,0.001,,
0.6425,88,228,21.4,0.001,,
0.643,89,228.1,21.4,0.0005,,
0.6435,90,228.3,21.4,0.0005,,
0.645,91,228.1,21.4,0.001,,
0.6455,92,228.2,21.4,0.0005,,
0.646,93,228.2,21.4,0.0005,,
0.647,94,228.2,21.4,0.001,,
0.648,95,228,21.4,0.001,,
0.648,96,228.2,21.4,0,,
0.649,97,228.2,21.4,0.001,,
0.6495,98,228.3,21.4,0.0005,,
0.65,99,228.1,21.4,0.0005,,
0.6515,100,228.3,21.4,0.0015,,
0.6525,101,228.3,21.4,0.001,,
0.6535,102,228.4,21.4,0.001,,
0.6545,103,228.5,21.4,0.001,,
0.6555,104,228.4,21.4,0.001,,
0.6565,105,228.3,21.4,0.001,,
0.658,106,228.7,21.4,0.0015,,
Scope 1/1, Sample 2/2 (CRM6),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,41.2,20.6,NaN,,
0.0005,1,-4.3,20.5,0.0005,,
0.002,2,-11.6,20.5,0.0015,,
0.005,3,-18.3,20.5,0.0025,,
0.0085,4,-23.8,20.5,0.003,,
0.015,5,-28.9,20.5,0.0055,,
0.0235,6,-33.2,20.5,0.007,,
0.031,7,-36,20.5,0.007,,
0.0395,8,-38.6,20.5,0.0075,,
0.048,9,-40.8,20.5,0.0075,,
0.0565,10,-41.9,20.5,0.007,,
0.0645,11,-42.8,20.5,0.0065,,
0.073,12,-43.4,20.5,0.007,,
0.081,13,-43.3,20.5,0.0075,,
0.089,14,-43.2,20.5,0.0075,,
0.0975,15,-42.9,20.5,0.007,,
0.106,16,-42.1,20.5,0.007,,
0.1145,17,-41,20.5,0.007,,
0.123,18,-40.3,20.5,0.0075,,
0.1305,19,-38.8,20.5,0.007,,
0.139,20,-37.4,20.5,0.0075,,
0.1475,21,-36,20.5,0.007,,
0.156,22,-34.2,20.5,0.007,,
0.1645,23,-32.8,20.5,0.007,,
0.172,24,-31.3,20.5,0.007,,
0.1805,25,-29.4,20.5,0.0075,,
0.189,26,-27.9,20.5,0.0075,,
0.197,27,-26.1,20.5,0.0065,,
0.2055,28,-24.4,20.5,0.007,,
0.214,29,-22.8,20.5,0.007,,
0.2215,30,-21.5,20.5,0.007,,
0.23,31,-20.2,20.5,0.0075,,
0.2385,32,-18.9,20.5,0.0075,,
0.247,33,-17.6,20.5,0.007,,
0.2555,34,-16.6,20.5,0.007,,
0.264,35,-15.1,20.5,0.007,,
0.2715,36,-14.1,20.5,0.007,,
0.28,37,-13,20.5,0.0075,,
0.2885,38,-11.8,20.5,0.007,,
0.2965,39,-10.9,20.5,0.0065,,
0.305,40,-9.6,20.5,0.007,,
0.3125,41,-8.5,20.5,0.007,,
0.321,42,-7.6,20.5,0.0075,,
0.3295,43,-6.4,20.5,0.0075,,
0.338,44,-5.5,20.5,0.007,,
0.3465,45,-4.1,20.5,0.007,,
0.355,46,-3,20.5,0.007,,
0.3625,47,-2,20.5,0.007,,
0.371,48,-0.7,20.5,0.0075,,
0.3795,49,-0.4,20.5,0.0075,,
0.3875,50,0.3,20.5,0.0065,,
0.396,51,1.6,20.5,0.007,,
0.4045,52,2.5,20.5,0.007,,
0.412,53,3.7,20.5,0.007,,
0.4205,54,4.2,20.5,0.0075,,
0.429,55,5.3,20.5,0.0075,,
0.4375,56,5.9,20.5,0.007,,
0.446,57,6.6,20.5,0.007,,
0.4545,58,7.5,20.5,0.007,,
0.462,59,8.3,20.5,0.007,,
0.4705,60,9.4,20.5,0.0075,,
0.479,61,10.3,20.5,0.007,,
0.487,62,11.5,20.5,0.0065,,
0.4955,63,12.6,20.5,0.007,,
0.504,64,13.4,20.5,0.007,,
0.5115,65,14.4,20.5,0.007,,
0.52,66,15.2,20.5,0.0075,,
0.5285,67,16.2,20.5,0.007,,
0.537,68,16.9,20.5,0.007,,
0.5455,69,18,20.5,0.007,,
0.553,70,18.7,20.5,0.007,,
0.5615,71,19.7,20.5,0.0075,,
0.57,72,20.4,20.5,0.0075,,
0.5785,73,21.6,20.5,0.007,,
0.587,74,22.4,20.5,0.007,,
0.595,75,23.4,20.5,0.0065,,
0.603,76,24.2,20.5,0.0075,,
0.611,77,25.3,20.5,0.0075,,
0.6195,78,26.1,20.5,0.007,,
0.628,79,27,20.5,0.007,,
0.6365,80,27.8,20.5,0.007,,
0.645,81,28.8,20.5,0.007,,
0.6525,82,29.6,20.5,0.007,,
0.661,83,30.6,20.5,0.0075,,
0.6695,84,31.4,20.5,0.007,,
0.678,85,32.6,20.5,0.007,,
0.686,86,33.5,20.5,0.0065,,
0.6945,87,34.4,20.5,0.0075,,
0.702,88,35.2,20.5,0.007,,
0.7105,89,36.3,20.5,0.0075,,
0.719,90,37.1,20.5,0.0075,,
0.7275,91,38.1,20.5,0.007,,
0.736,92,38.9,20.5,0.007,,
0.7445,93,39.9,20.5,0.007,,
0.752,94,40.8,20.5,0.007,,
0.7605,95,41.7,20.5,0.0075,,
0.769,96,42.6,20.5,0.007,,
0.777,97,43.3,20.5,0.0065,,
0.7855,98,44.4,20.5,0.007,,
0.794,99,45.1,20.5,0.007,,
0.8015,100,46,20.5,0.007,,
0.81,101,46.7,20.5,0.0075,,
0.8185,102,47.6,20.6,0.007,,
0.827,103,48.7,20.5,0.007,,
0.8355,104,49.5,20.6,0.007,,
0.844,105,50.4,20.6,0.0075,,
0.8515,106,51.2,20.6,0.007,,
0.86,107,52.1,20.6,0.0075,,
0.8685,108,53.1,20.6,0.007,,
0.8765,109,54,20.6,0.0065,,
0.885,110,55,20.6,0.007,,
0.8925,111,55.7,20.6,0.007,,
0.901,112,56.8,20.6,0.0075,,
0.9095,113,57.7,20.6,0.0075,,
0.918,114,58.6,20.6,0.007,,
0.9265,115,59.5,20.6,0.007,,
0.935,116,60.3,20.6,0.007,,
0.9425,117,61.4,20.6,0.007,,
0.951,118,62.2,20.6,0.0075,,
0.9595,119,63.1,20.6,0.0075,,
0.968,120,64.2,20.6,0.007,,
0.976,121,65.1,20.6,0.0065,,
0.9845,122,65.9,20.6,0.007,,
0.992,123,67,20.6,0.007,,
1.0005,124,67.9,20.6,0.0075,,
1.009,125,68.9,20.6,0.0075,,
1.0175,126,69.8,20.6,0.007,,
1.026,127,70.8,20.6,0.007,,
1.0345,128,72.1,20.6,0.007,,
1.042,129,73,20.6,0.007,,
1.0505,130,74.1,20.6,0.0075,,
1.059,131,75,20.6,0.007,,
1.067,132,76,20.6,0.0065,,
1.0755,133,77.1,20.6,0.007,,
1.084,134,78.4,20.6,0.0075,,
1.0915,135,79.4,20.6,0.007,,
1.1,136,80.7,20.6,0.0075,,
1.1085,137,81.8,20.6,0.007,,
1.117,138,83,20.6,0.007,,
1.1255,139,83.9,20.6,0.007,,
1.133,140,85.6,20.6,0.007,,
1.1415,141,86.7,20.6,0.0075,,
1.15,142,87.9,20.6,0.0075,,
1.1585,143,89.4,20.6,0.007,,
1.167,144,90.7,20.6,0.007,,
1.175,145,91.9,20.6,0.0065,,
1.183,146,93.3,20.6,0.0075,,
1.191,147,94.8,20.6,0.0075,,
1.1995,148,96.4,20.6,0.0075,,
1.208,149,98.5,20.6,0.007,,
1.2165,150,100.5,20.6,0.007,,
1.225,151,102,20.6,0.007,,
1.2325,152,104.1,20.6,0.007,,
1.241,153,106.3,20.6,0.0075,,
1.2495,154,109.2,20.6,0.0075,,
1.258,155,111.5,20.6,0.007,,
1.266,156,113.7,20.6,0.0065,,
1.2745,157,116.3,20.6,0.007,,
1.282,158,119,20.6,0.007,,
1.2905,159,122.1,20.6,0.0075,,
1.299,160,125.6,20.6,0.007,,
1.3075,161,129.5,20.6,0.007,,
1.316,162,133.4,20.6,0.007,,
1.3245,163,137.5,20.6,0.007,,
1.332,164,141.4,20.6,0.007,,
1.3405,165,144.7,20.6,0.0075,,
1.349,166,148,20.6,0.007,,
1.357,167,151.7,20.6,0.0065,,
1.3655,168,155.5,20.6,0.007,,
1.374,169,159.3,20.6,0.0075,,
1.3815,170,162.4,20.6,0.007,,
1.39,171,165.3,20.6,0.0075,,
1.3985,172,167.4,20.6,0.007,,
1.407,173,170.4,20.6,0.007,,
1.4155,174,172.9,20.6,0.007,,
1.423,175,174.2,20.6,0.007,,
1.4315,176,176.5,20.6,0.0075,,
1.44,177,178.4,20.6,0.0075,,
1.4485,178,179.9,20.6,0.007,,
1.457,179,181.1,20.6,0.007,,
1.465,180,182.6,20.6,0.0065,,
1.473,181,183.8,20.6,0.0075,,
1.481,182,185.1,20.6,0.0075,,
1.4895,183,186.5,20.6,0.0075,,
1.498,184,187.7,20.6,0.007,,
1.5,184,188.1,20.6,0.0065,,
Result,TitrationEP2,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,190.3,21.2,NaN,,
0.0005,1,190.4,21.2,0.0005,,
0.002,2,190.4,21.2,0.0015,,
0.005,3,190.5,21.2,0.0025,,
0.0085,4,190.6,21.2,0.003,,
0.015,5,190.9,21.2,0.0055,,
0.0235,6,191.3,21.2,0.007,,
0.031,7,192,21.2,0.007,,
0.0395,8,193.2,21.2,0.0075,,
0.048,9,194,21.2,0.0075,,
0.0565,10,194.9,21.2,0.007,,
0.0645,11,196,21.2,0.0065,,
0.073,12,196.8,21.2,0.007,,
0.0805,13,197.5,21.2,0.007,,
0.089,14,198.2,21.2,0.0075,,
0.0975,15,199.2,21.2,0.007,,
0.106,16,200,21.2,0.007,,
0.1145,17,200.8,21.2,0.007,,
0.123,18,201.5,21.2,0.007,,
0.1305,19,202,21.2,0.007,,
0.139,20,202.9,21.2,0.0075,,
0.1475,21,203.4,21.2,0.0075,,
0.1555,22,204.1,21.2,0.0065,,
0.164,23,204.7,21.2,0.007,,
0.1725,24,205.5,21.2,0.007,,
0.18,25,206,21.2,0.007,,
0.1885,26,206.6,21.2,0.0075,,
0.197,27,207.3,21.2,0.0075,,
0.2055,28,207.6,21.2,0.007,,
0.214,29,208.2,21.2,0.007,,
0.2225,30,208.7,21.2,0.007,,
0.23,31,209.3,21.2,0.007,,
0.2385,32,209.7,21.2,0.0075,,
0.247,33,210.3,21.2,0.007,,
0.255,34,210.7,21.2,0.0065,,
0.2635,35,211.3,21.2,0.007,,
0.272,36,211.7,21.2,0.007,,
0.2795,37,212.1,21.2,0.007,,
0.288,38,212.9,21.2,0.0075,,
0.2965,39,213.1,21.2,0.007,,
0.305,40,213.6,21.2,0.007,,
0.3135,41,214,21.2,0.007,,
0.322,42,214.5,21.2,0.007,,
0.3295,43,214.9,21.2,0.007,,
0.3375,44,215.4,21.2,0.0075,,
0.346,45,215.9,21.2,0.0075,,
0.3545,46,216.1,21.2,0.007,,
0.363,47,216.6,21.2,0.007,,
0.3715,48,216.9,21.2,0.007,,
0.379,49,217.3,21.2,0.007,,
0.3875,50,217.6,21.2,0.0075,,
0.396,51,218.1,21.2,0.0075,,
0.4045,52,218.4,21.2,0.007,,
0.4125,53,218.7,21.2,0.0065,,
0.421,54,219.2,21.2,0.007,,
0.4285,55,219.4,21.2,0.007,,
0.437,56,219.7,21.2,0.0075,,
0.4455,57,220,21.2,0.0075,,
0.454,58,220.4,21.2,0.007,,
0.4625,59,220.7,21.2,0.007,,
0.471,60,221.2,21.2,0.007,,
0.479,61,221.5,21.2,0.0075,,
0.487,62,221.8,21.2,0.0075,,
0.495,63,222.1,21.2,0.0075,,
0.5035,64,222.4,21.2,0.007,,
0.512,65,222.7,21.2,0.007,,
0.5205,66,223.1,21.2,0.007,,
0.529,67,223.3,21.2,0.007,,
0.5365,68,223.7,21.2,0.007,,
0.545,69,223.8,21.2,0.0075,,
0.5535,70,224.2,21.2,0.0075,,
0.562,71,224.6,21.2,0.007,,
0.57,72,224.7,21.2,0.0065,,
0.5785,73,225.2,21.2,0.007,,
0.586,74,225.3,21.2,0.007,,
0.5945,75,225.7,21.2,0.0075,,
0.603,76,225.9,21.2,0.007,,
0.6115,77,226.2,21.2,0.007,,
0.62,78,226.5,21.2,0.007,,
0.6285,79,226.6,21.2,0.0075,,
0.636,80,226.9,21.2,0.007,,
0.6445,81,227.1,21.2,0.0075,,
0.652,82,227.5,21.2,0.006,,
0.6585,83,227.8,21.2,0.0055,,
0.66,84,228,21.2,0.001,,
0.661,85,228.1,21.2,0.001,,
0.662,86,228,21.2,0.001,,
0.662,87,228.2,21.2,0,,
0.6625,88,228.2,21.2,0.0005,,
0.6635,89,228.2,21.2,0.001,,
0.664,90,228.2,21.2,0.0005,,
0.665,91,228.1,21.2,0.001,,
0.666,92,228.3,21.2,0.001,,
0.667,93,228.3,21.2,0.001,,
0.6675,94,228.4,21.2,0.0005,,
0.6685,95,228.4,21.2,0.001,,
0.6695,96,228.3,21.2,0.001,,
0.6705,97,228.4,21.2,0.001,,
0.672,98,228.5,21.2,0.0015,,
0.6735,99,228.4,21.2,0.0015,,
0.674,100,228.6,21.2,0.0005,,
